"A.occurrences","B.occurrences","A.coverage","B.coverage"
1,0,90,89
3,0,77,81
1,0,84,79
1,0,90,80
0,2,72,91
1,0,90,70
0,1,79,80
0,1,75,93
14,41,88,79
0,1,86,88
1,0,80,80
0,1,99,92
0,2,86,85
1,0,102,90
1,0,89,86
1,0,78,98
1,0,96,71
1,0,87,92
3,0,75,77
0,2,90,84
2,0,93,80
2,0,69,75
0,1,80,99
0,1,85,87
0,1,85,85
1,0,86,87
6,0,96,78
0,1,84,85
0,5,80,77
1,0,70,92
2,0,46,42
1,0,71,83
1,0,70,79
0,1,77,79
0,1,92,81
1,0,78,95
1,0,92,81
0,1,90,98
1,0,63,91
2,0,72,91
39,35,90,72
0,1,93,79
0,5,90,78
1,0,98,79
1,3,62,95
17,40,85,79
0,1,83,90
2,0,71,82
1,0,89,79
0,1,82,87
1,0,76,81
9,0,84,79
1,0,84,72
1,0,97,76
1,0,84,67
1,0,88,100
4,0,90,93
1,0,81,74
0,1,75,85
1,0,68,72
7,0,66,80
19,2,60,75
0,1,94,86
1,0,84,87
0,1,82,81
1,0,89,78
38,44,75,79
0,4,80,86
1,0,81,89
0,1,79,81
36,38,76,77
1,0,80,70
1,0,78,96
1,0,112,97
1,0,81,92
4,0,87,91
1,0,90,89
4,12,74,86
1,0,69,91
3,0,85,74
0,10,79,78
0,1,96,94
0,1,91,87
2,0,76,79
0,1,81,87
1,0,80,85
1,0,79,84
2,0,76,81
1,0,93,70
0,1,77,69
4,0,81,82
0,1,80,77
3,0,75,83
1,0,102,78
44,37,90,73
0,4,81,76
0,1,82,99
0,2,78,87
1,0,79,83
41,41,79,82
1,0,73,83
37,50,82,89
0,1,76,87
0,18,74,59
38,43,82,110
0,24,73,86
0,1,83,76
2,0,69,83
1,0,75,72
3,1,75,82
1,0,69,79
1,0,95,95
1,0,71,76
10,0,85,90
28,3,98,84
1,0,74,90
1,0,84,71
1,0,85,92
1,0,83,77
1,0,89,76
1,0,87,91
39,34,73,73
3,0,89,79
1,0,87,82
1,0,80,81
0,1,88,74
0,1,96,81
49,41,87,76
46,48,83,91
37,37,82,77
0,2,78,89
42,33,81,79
1,0,89,80
0,1,88,92
1,0,86,89
40,39,78,77
0,1,70,80
1,0,70,74
2,0,86,81
2,0,94,79
2,0,86,72
4,0,78,95
2,0,78,84
0,1,93,100
0,1,84,81
3,0,92,75
1,0,87,58
46,53,90,86
0,1,87,71
1,0,79,74
0,1,88,82
40,35,77,83
0,1,85,91
0,1,92,69
0,10,68,91
1,0,84,105
0,1,94,90
10,3,83,92
1,0,83,72
0,1,80,82
1,0,76,86
1,2,78,86
0,1,87,89
1,1,86,85
0,9,91,75
2,0,85,83
1,0,94,91
0,8,73,80
0,2,74,89
0,3,81,81
0,1,90,89
4,4,88,79
0,1,68,82
1,0,86,99
0,21,90,66
0,2,99,71
3,0,74,73
1,0,78,77
2,0,79,88
0,1,95,83
1,0,77,86
0,4,88,78
1,0,92,88
1,0,99,94
0,1,84,82
42,43,85,79
0,1,94,69
0,2,65,87
7,0,88,71
2,0,96,72
2,0,79,75
0,27,92,89
2,0,91,91
1,1,85,82
37,52,92,94
3,0,84,90
1,0,91,77
0,1,90,80
38,38,90,76
0,2,90,97
0,8,97,95
1,0,83,72
5,4,76,75
1,0,72,75
2,0,74,73
0,17,97,89
9,38,86,85
0,1,74,85
0,1,91,74
4,0,84,90
2,0,88,76
1,0,99,96
0,10,84,80
0,1,73,81
2,0,96,85
1,0,80,92
4,0,90,88
1,0,82,90
32,39,63,76
39,43,78,85
0,2,79,85
0,1,79,86
1,0,86,82
2,0,77,86
1,0,86,76
1,0,74,86
0,1,56,88
0,1,83,85
1,0,76,86
38,48,90,81
0,2,85,82
1,0,74,102
0,1,74,82
0,23,67,75
1,0,80,80
50,36,83,57
0,15,81,76
1,0,80,56
1,0,78,78
0,1,76,81
0,1,77,91
3,31,77,93
34,39,74,92
39,45,83,86
1,0,88,87
1,0,88,89
3,0,81,87
0,1,76,76
0,1,81,81
0,1,92,79
4,0,87,81
0,1,91,90
46,44,82,99
3,0,93,67
0,1,82,67
1,0,89,90
2,0,95,74
36,49,74,84
0,2,93,71
0,1,79,72
0,1,79,108
1,0,102,76
1,0,103,110
0,19,91,94
3,0,85,83
1,0,95,87
44,43,86,79
1,0,86,83
1,0,89,92
1,0,98,87
0,1,72,81
0,5,85,87
2,0,89,82
5,0,83,77
6,0,80,79
4,0,83,84
0,1,85,86
0,1,96,92
1,0,97,92
0,1,78,86
0,14,86,93
0,1,82,75
0,2,95,74
3,0,86,69
2,0,91,83
0,2,94,80
0,1,75,83
0,3,77,84
1,0,80,69
0,2,75,85
2,0,85,86
0,2,72,76
0,4,87,70
1,0,81,85
0,1,71,83
1,0,81,89
1,0,106,80
0,1,77,71
0,1,94,88
4,0,86,80
0,13,89,89
39,44,76,92
1,0,75,96
1,0,86,60
1,0,99,84
2,0,82,68
8,5,79,76
0,1,95,82
3,0,83,84
23,37,98,81
4,0,87,85
6,0,69,86
1,0,77,103
33,48,82,99
0,1,98,81
0,2,80,101
1,0,84,67
0,1,82,81
5,0,76,65
1,0,92,93
46,46,79,82
0,1,84,78
0,2,69,91
0,10,84,93
1,0,84,80
5,0,81,66
0,2,68,72
1,0,85,77
1,0,76,89
0,2,76,80
2,0,85,64
1,0,81,87
0,1,94,82
0,1,74,77
0,1,91,77
2,0,92,90
0,1,99,81
4,0,90,74
0,3,96,74
1,0,82,83
2,0,76,81
10,36,64,81
1,0,79,85
1,0,87,82
1,0,82,66
43,37,76,83
43,37,81,75
44,35,78,84
0,1,96,94
1,0,90,70
0,11,85,90
1,0,97,85
2,0,93,92
0,2,82,78
1,0,85,87
1,0,87,70
1,0,93,79
1,0,88,97
1,0,85,74
0,6,82,92
1,0,84,76
1,0,78,102
0,15,95,88
7,0,103,111
1,0,96,76
1,0,73,90
0,7,81,80
1,0,88,81
0,1,96,88
3,0,89,81
0,1,71,89
0,1,83,87
1,0,91,78
0,1,81,101
0,1,87,69
1,0,68,76
4,0,70,94
1,0,91,81
13,2,75,90
0,1,83,75
1,0,97,96
1,0,105,94
0,2,77,95
0,1,81,95
1,0,70,98
0,1,80,80
3,0,76,92
3,0,82,75
1,0,87,79
1,0,78,85
2,0,74,80
0,1,92,83
1,0,75,82
3,0,55,79
0,1,101,94
1,0,84,91
2,0,82,93
0,1,100,93
0,1,80,84
4,0,72,82
0,1,75,84
0,1,78,76
4,0,72,92
2,0,72,91
1,0,94,72
2,0,79,89
2,0,89,67
0,1,67,100
1,0,79,77
2,0,83,73
2,0,72,90
0,2,69,77
3,0,84,96
1,0,100,94
5,0,84,61
5,2,73,84
0,1,75,88
0,1,85,74
1,0,80,91
1,0,72,85
0,1,75,84
1,0,75,95
1,0,97,92
0,2,79,64
5,0,72,94
7,0,78,88
4,3,90,79
1,0,75,91
2,0,72,71
0,2,78,86
2,0,91,100
0,1,88,79
1,0,94,94
0,4,82,83
0,1,88,69
1,0,102,104
2,0,98,98
1,0,77,92
3,0,102,72
0,1,75,69
56,48,95,100
2,0,96,72
0,9,85,81
0,1,92,83
0,1,93,85
0,1,68,80
0,3,95,74
0,3,83,78
5,46,90,82
0,3,75,93
0,6,77,77
4,0,73,86
0,2,77,96
43,46,80,90
1,0,95,80
0,1,84,77
0,1,73,81
4,0,98,89
2,0,94,74
46,47,85,87
0,4,95,89
43,55,79,95
3,0,98,66
1,0,70,89
2,0,86,96
34,48,75,92
2,0,86,92
1,0,78,71
40,39,88,86
0,1,63,77
0,26,76,81
1,0,85,80
0,33,94,83
1,0,87,90
2,0,93,78
1,0,76,77
1,0,87,77
2,0,87,89
0,1,66,86
0,5,81,75
2,0,86,78
0,1,77,93
1,0,91,83
1,0,82,83
2,0,75,96
1,0,75,94
1,0,82,80
0,17,84,90
0,12,74,87
2,0,78,90
0,1,68,94
2,0,78,90
0,1,101,93
0,1,72,94
0,18,83,79
1,0,86,83
1,0,94,95
1,0,73,76
8,1,90,70
1,0,99,85
1,0,83,70
0,18,84,98
0,1,88,86
1,0,99,72
6,0,88,86
1,0,87,80
0,2,88,80
0,22,68,86
0,13,67,85
0,1,73,79
2,0,83,82
1,0,79,88
30,43,71,83
0,1,87,84
39,39,94,78
1,0,93,85
0,2,85,92
0,2,80,76
1,0,86,98
1,0,95,92
2,0,74,83
2,0,74,90
0,12,77,70
1,0,99,72
1,0,87,94
1,0,91,90
0,15,93,86
1,0,86,91
40,35,85,65
0,1,85,89
0,1,88,94
1,0,84,82
0,1,83,71
0,2,81,87
26,46,87,92
0,1,64,84
0,4,87,92
3,0,90,80
0,1,83,70
1,0,71,71
1,0,67,91
1,0,74,87
2,0,83,78
0,2,76,93
0,3,94,88
1,0,97,80
0,1,85,61
1,0,76,91
1,0,91,90
0,1,83,87
0,1,82,81
0,2,93,88
0,2,79,89
1,0,70,87
0,1,86,83
0,2,95,88
43,33,90,71
0,1,75,85
0,3,78,76
1,0,95,84
47,47,93,88
3,0,90,74
49,47,85,86
2,0,92,85
2,0,83,83
1,0,80,73
2,0,90,77
1,0,89,83
4,0,84,78
1,0,89,78
1,0,71,86
0,2,89,72
3,0,96,94
1,0,61,95
35,53,68,92
1,0,79,86
1,0,94,87
0,1,81,104
34,57,60,97
1,0,78,66
1,0,81,98
2,0,84,87
3,0,59,92
0,4,83,82
0,1,83,97
0,1,76,89
12,42,82,82
1,0,87,73
0,10,90,72
0,1,86,82
0,7,81,81
1,0,110,81
0,1,102,89
0,4,77,79
1,0,93,85
1,0,77,81
0,1,88,77
0,1,70,70
44,43,87,79
0,1,80,79
0,3,85,92
14,34,82,82
42,36,84,74
2,0,94,86
0,28,84,92
1,0,97,96
0,6,88,76
47,39,88,79
1,0,84,80
1,0,91,71
1,0,80,87
0,1,76,75
4,0,80,78
1,0,88,79
2,0,74,96
2,0,63,74
1,0,72,79
2,0,81,86
3,0,89,91
0,1,90,83
0,1,78,79
0,2,79,78
0,2,76,88
0,1,80,96
1,0,63,78
1,0,86,87
46,47,86,78
1,0,96,88
2,0,79,92
4,0,79,72
0,4,97,95
0,2,85,85
1,0,97,88
1,0,84,81
0,1,102,84
0,1,92,98
56,33,98,65
7,0,79,78
1,0,84,79
0,1,82,76
1,0,62,82
0,1,80,89
1,0,83,92
1,0,95,85
3,0,79,80
33,2,104,82
0,1,86,91
0,32,75,97
1,0,89,107
2,0,79,114
7,0,94,83
0,6,80,86
2,0,81,82
6,38,77,76
0,21,87,99
4,2,73,72
1,0,87,76
0,4,82,83
44,35,88,83
1,0,99,85
1,0,74,71
1,0,99,82
4,12,76,81
0,1,84,92
2,0,81,78
2,0,83,64
1,0,75,86
1,0,85,72
1,0,97,92
0,37,70,109
52,45,96,81
6,0,85,85
3,0,92,95
0,1,84,82
3,17,89,77
1,0,61,87
0,2,74,74
1,0,89,72
41,35,79,89
9,0,87,82
0,4,88,78
0,1,70,73
1,0,85,93
1,0,76,82
1,0,84,78
0,11,77,76
0,2,86,78
4,0,94,65
0,1,91,76
1,0,88,67
2,0,72,85
1,0,91,81
17,1,78,79
12,34,66,70
46,49,83,89
1,0,95,86
0,2,91,78
0,3,91,88
2,0,93,89
1,0,81,83
1,0,84,76
1,0,79,97
2,0,90,65
0,1,79,95
0,18,75,85
1,0,89,82
1,0,86,93
1,0,87,81
0,1,72,75
45,35,87,81
32,45,68,88
2,12,80,79
0,1,81,86
1,0,82,92
2,0,82,96
1,0,86,71
8,0,97,90
54,40,98,85
45,38,93,84
1,0,91,78
3,0,76,82
0,2,105,105
1,0,88,79
1,0,82,85
2,0,84,58
0,1,80,83
2,0,81,88
1,0,82,110
1,0,90,71
2,0,69,87
2,0,100,80
1,0,57,73
3,0,86,89
2,0,81,70
1,0,87,66
49,43,108,81
3,0,75,90
0,1,71,98
7,0,75,85
1,0,85,79
3,0,70,84
1,0,74,92
2,0,83,84
0,4,76,86
2,0,89,70
1,0,85,76
0,1,88,93
1,0,87,92
0,1,78,69
1,0,75,89
1,0,95,91
1,0,88,86
0,1,92,69
0,2,74,83
40,39,75,78
0,1,92,92
0,2,81,76
2,0,71,95
1,0,73,72
1,0,87,80
2,0,106,83
0,1,82,81
37,54,78,97
1,0,97,72
6,0,75,73
0,2,60,83
1,0,88,87
45,34,82,75
1,0,72,81
1,0,79,75
6,0,79,77
1,0,89,89
0,3,68,89
1,0,93,95
0,3,90,85
1,0,80,76
0,16,81,92
1,0,85,83
1,0,78,85
0,1,73,94
0,1,76,74
0,1,87,91
4,5,79,84
18,35,86,75
0,21,89,81
0,1,78,71
0,1,66,83
0,1,86,78
2,0,81,92
7,0,94,87
1,0,73,100
16,39,78,71
5,0,65,80
2,0,74,73
0,1,100,97
0,1,86,92
1,0,86,84
30,49,76,89
0,1,70,82
5,0,90,80
0,2,87,76
1,0,73,87
1,0,84,85
1,0,88,80
2,0,79,90
0,1,78,64
0,1,98,82
1,0,76,82
0,1,78,79
1,0,90,68
0,1,66,96
32,33,73,70
2,0,90,84
1,0,65,79
39,42,70,73
0,1,85,78
41,31,88,73
1,0,81,76
3,0,101,100
41,47,80,91
2,0,99,87
1,0,87,72
0,1,77,71
1,0,81,82
1,0,74,81
1,0,80,84
1,0,80,87
2,0,79,83
0,8,103,72
0,1,92,83
0,1,71,87
1,0,73,94
1,0,94,74
37,55,75,97
2,0,93,94
1,0,93,94
1,0,89,79
4,0,93,82
0,1,88,81
1,0,85,79
0,2,76,65
1,0,83,87
0,1,77,83
0,1,77,77
0,2,66,90
16,37,89,81
0,1,94,83
2,0,79,84
0,1,89,72
1,0,71,78
1,0,77,84
2,0,80,76
0,1,80,66
47,33,84,86
0,1,79,80
0,1,83,87
45,29,81,65
27,43,66,68
1,0,86,88
1,0,96,84
0,1,81,99
3,1,83,78
2,0,91,71
47,39,89,90
1,0,84,79
0,1,87,84
0,1,74,82
1,0,79,80
1,0,66,72
30,48,77,81
1,0,82,77
3,0,76,94
10,30,94,69
0,1,86,86
0,1,89,68
2,0,78,81
2,0,95,78
2,0,79,71
0,1,83,85
1,0,113,89
3,0,95,86
0,1,73,100
1,0,67,81
3,0,94,93
1,0,72,78
5,0,73,83
0,1,84,87
1,0,87,77
2,2,75,97
1,0,77,93
1,0,88,84
42,39,73,79
1,0,84,92
0,1,87,90
2,0,75,79
1,0,80,88
0,2,75,95
0,7,92,82
0,3,83,86
1,0,79,80
0,1,90,70
1,0,76,74
2,0,75,93
1,0,88,87
1,0,86,76
1,0,69,80
1,0,79,87
33,47,78,82
0,1,83,76
0,1,79,95
2,0,78,92
1,0,77,80
1,0,88,84
0,1,77,72
4,0,88,85
3,0,73,83
1,0,91,87
42,40,86,85
34,45,75,95
36,41,75,81
0,1,82,89
7,0,86,94
33,42,78,82
1,0,85,98
0,8,76,87
1,0,97,70
2,0,88,104
1,0,97,84
0,1,85,104
5,0,75,82
0,1,87,94
1,0,83,87
3,0,68,94
0,2,86,94
1,0,85,96
0,1,100,78
1,0,94,83
5,0,79,104
1,0,78,87
0,1,80,88
0,2,90,79
0,1,69,93
3,0,86,80
1,0,89,87
35,40,80,83
1,0,80,109
1,0,85,78
0,1,55,92
1,0,81,80
1,0,86,82
1,0,98,65
0,1,97,67
1,0,77,82
6,0,77,81
1,0,75,80
0,2,86,71
1,0,86,76
0,3,91,97
1,0,84,77
1,0,78,79
0,12,94,71
1,0,85,91
4,0,104,89
1,0,89,89
5,0,78,98
1,0,83,71
1,0,74,84
39,44,81,101
0,1,81,88
3,0,87,97
0,1,86,85
47,31,84,62
0,1,80,86
35,38,66,65
0,2,75,93
1,0,84,64
1,0,89,89
0,2,87,100
0,1,72,71
0,27,81,88
2,0,84,67
1,0,77,84
0,1,88,104
0,2,82,77
1,0,81,95
0,10,80,76
0,1,83,75
0,2,86,83
6,0,95,101
1,0,82,81
0,1,95,90
43,44,85,95
1,0,77,78
0,1,95,87
0,1,89,81
1,0,85,76
1,0,93,83
3,0,81,66
0,1,92,73
0,9,69,81
1,0,77,86
5,0,91,76
0,1,89,72
0,1,85,70
0,1,82,76
0,2,76,71
43,48,86,92
2,0,82,66
0,3,71,87
0,2,75,89
3,0,73,79
2,0,93,96
0,2,82,76
40,45,72,89
1,0,84,79
4,3,89,72
0,2,82,86
3,0,83,90
0,2,69,94
0,1,94,74
0,1,91,83
1,0,78,85
1,0,82,63
38,41,86,80
1,0,94,94
39,29,88,66
0,4,88,97
3,0,71,69
0,1,84,94
1,0,82,95
0,2,84,70
1,0,85,94
1,0,102,91
0,1,100,90
0,1,68,71
3,0,93,70
3,0,85,84
37,42,77,84
1,0,73,93
0,1,65,90
29,3,89,98
0,2,71,63
1,0,72,108
1,0,98,82
0,6,83,75
2,0,88,86
38,39,77,84
0,11,75,76
43,41,95,82
5,13,66,76
0,5,77,95
1,0,83,68
0,3,85,73
1,0,71,77
0,1,83,84
2,0,76,75
1,0,75,87
2,0,98,70
1,0,83,107
0,1,86,81
1,0,76,88
39,50,75,100
0,1,81,84
1,0,69,87
0,2,77,76
0,10,85,90
1,5,80,100
0,22,77,82
4,0,89,94
2,0,78,85
43,36,85,75
1,0,62,93
1,0,84,70
1,0,83,83
0,16,70,74
1,0,106,76
1,0,82,99
0,1,85,96
2,0,80,80
1,0,90,71
0,1,65,81
0,1,77,77
1,0,96,77
47,36,82,72
1,0,97,73
1,0,83,79
3,0,92,86
4,0,76,90
1,0,86,72
0,2,76,104
1,0,90,72
1,0,82,79
1,0,89,89
2,0,86,89
1,0,73,64
23,36,89,86
2,0,85,80
1,0,82,99
35,35,82,75
0,30,80,89
1,0,90,87
0,1,90,80
0,1,74,84
1,0,81,90
59,36,108,71
38,46,86,84
2,0,95,78
1,0,81,76
1,0,96,86
12,2,75,79
0,1,77,91
0,7,90,91
1,0,86,75
1,0,91,65
2,0,85,68
0,1,92,73
2,0,92,82
1,0,66,86
0,1,79,97
0,1,89,86
1,0,75,90
1,0,94,83
0,27,80,81
0,1,77,88
1,0,81,71
20,0,75,77
4,0,67,81
42,51,90,90
2,0,75,82
1,0,75,90
0,5,96,71
6,6,87,101
1,0,97,80
51,27,91,66
0,2,86,75
4,0,74,91
15,27,88,66
5,0,79,77
0,3,84,85
1,0,73,82
1,0,81,90
2,0,73,86
2,0,89,77
1,0,87,86
0,1,70,84
46,34,99,74
1,0,88,88
2,0,84,91
0,1,79,79
1,0,90,87
0,12,84,74
0,1,75,92
2,0,72,92
5,0,79,83
0,1,79,92
1,0,58,89
0,1,95,98
0,4,95,83
1,0,97,91
1,0,84,78
1,0,82,69
1,0,80,84
0,3,82,93
0,1,102,94
0,2,83,76
0,1,101,81
0,3,81,88
0,1,102,80
0,1,72,96
26,51,70,92
0,3,88,73
0,4,81,75
0,8,109,71
2,0,77,84
1,0,83,87
1,0,67,79
1,0,71,67
16,7,71,85
0,1,79,84
4,0,69,73
7,0,96,79
1,0,76,76
1,0,83,100
0,2,97,92
1,0,87,95
1,0,80,76
0,1,82,93
54,47,89,79
0,1,102,79
2,0,89,83
2,0,62,84
0,2,71,85
6,0,91,84
30,1,80,96
0,1,86,76
0,1,77,79
1,0,74,85
0,3,106,104
37,46,67,88
1,0,89,76
47,34,82,75
0,5,89,78
1,0,95,107
1,0,74,81
1,0,72,59
1,0,73,77
3,0,81,89
5,0,93,85
0,1,84,94
1,0,74,79
1,0,78,75
0,2,80,77
38,37,78,87
0,1,111,83
1,0,98,81
3,0,91,89
2,0,92,73
1,0,76,80
1,0,77,74
1,0,80,110
0,1,76,83
48,31,89,78
49,43,81,90
0,2,64,70
38,39,83,81
1,0,81,84
1,0,88,104
1,0,83,95
1,0,81,65
0,1,84,86
2,0,73,119
2,0,85,77
1,0,80,102
3,3,86,79
6,0,82,92
0,2,95,90
1,0,92,77
0,1,76,78
3,0,95,75
0,1,82,83
1,0,88,89
1,0,86,82
0,2,73,85
41,40,85,95
4,0,82,70
0,1,83,90
32,47,69,91
2,0,70,76
0,1,80,71
0,3,69,93
1,0,81,89
1,0,81,85
1,0,91,76
0,1,73,87
1,0,83,81
0,1,93,87
39,31,72,71
0,28,78,83
0,1,80,72
1,0,89,89
1,0,93,79
29,35,65,85
2,0,68,81
0,31,77,102
1,0,87,87
1,0,73,93
38,40,96,80
1,0,82,68
1,0,90,76
39,46,79,81
1,0,86,96
1,0,62,73
1,0,82,75
1,0,92,86
1,0,80,88
9,35,71,69
1,0,74,73
1,0,81,86
25,37,76,74
1,0,77,87
2,0,91,92
1,0,72,107
1,0,100,82
0,2,95,87
2,2,84,77
13,27,66,81
1,0,79,81
0,2,74,95
1,0,91,89
0,1,109,96
0,1,71,73
2,0,75,97
0,2,79,80
4,1,83,93
4,5,83,68
3,0,94,76
2,0,74,85
1,0,75,77
4,0,77,70
3,0,105,71
0,1,87,85
1,0,87,71
1,0,89,114
31,42,64,80
42,51,77,86
48,36,94,81
1,0,83,86
8,4,80,82
28,45,67,76
0,5,80,85
0,1,81,91
0,1,97,83
0,1,62,88
1,0,82,69
1,0,95,100
1,0,82,72
43,49,83,92
1,0,102,71
1,0,88,84
0,14,72,82
41,51,87,104
1,0,85,82
16,1,100,77
1,0,75,84
1,0,70,90
2,0,74,87
4,0,80,86
49,31,83,78
1,0,95,98
1,0,92,90
1,0,75,61
0,9,81,100
0,2,80,83
1,0,82,89
0,1,66,92
1,0,77,93
1,0,63,94
1,0,96,79
1,0,95,89
1,0,76,85
9,3,79,100
1,0,73,81
1,0,87,89
0,6,96,90
1,0,83,101
1,0,78,86
1,0,88,88
1,0,83,82
0,5,75,89
2,0,103,68
18,44,82,89
2,0,84,71
49,43,100,92
0,2,76,64
2,0,84,92
0,25,79,74
0,25,59,82
40,53,67,85
2,0,77,93
1,0,69,80
2,0,67,73
0,1,64,75
34,36,86,86
30,4,72,89
1,0,87,79
1,0,87,88
0,1,93,79
0,1,91,68
33,45,70,74
44,39,80,87
1,0,76,86
0,1,85,79
1,0,80,85
1,0,68,84
2,0,85,79
1,0,81,77
0,1,87,77
26,5,85,85
1,0,69,82
2,0,92,82
0,9,84,79
1,0,88,91
1,0,92,92
1,0,72,86
4,0,90,85
1,0,83,89
0,2,85,75
0,1,85,81
35,41,70,75
1,0,89,92
4,0,93,79
0,2,74,88
0,2,88,113
0,2,82,79
32,39,65,81
37,39,88,89
1,0,77,87
0,1,86,79
0,1,92,69
13,0,79,82
1,0,78,79
43,45,89,89
1,0,88,84
0,2,78,96
0,1,90,95
2,0,82,83
0,10,82,96
1,0,82,75
1,0,88,85
1,0,90,73
2,1,79,80
1,0,94,84
14,43,85,83
1,0,81,80
13,37,86,79
0,1,83,80
0,1,83,86
2,0,86,82
1,0,75,80
39,37,75,88
1,0,81,100
38,40,88,89
1,0,74,97
1,0,85,87
0,1,78,90
3,0,75,89
0,1,99,76
0,1,73,77
1,0,75,81
1,0,92,76
0,1,75,73
1,0,81,68
0,3,91,77
1,0,81,83
0,2,66,97
1,0,79,88
2,0,79,73
0,21,83,80
3,0,81,104
1,0,86,80
0,1,77,91
46,36,85,79
2,0,79,88
1,0,84,82
2,0,90,85
0,7,96,78
0,1,90,104
4,3,73,87
0,1,79,89
0,1,66,82
2,0,79,90
0,14,84,88
41,47,84,87
1,0,92,92
0,1,68,84
2,0,91,74
47,38,88,79
4,0,76,88
0,1,83,91
2,0,75,76
47,47,100,87
0,2,67,73
1,0,84,78
1,0,88,70
0,12,88,83
38,53,91,110
0,1,83,98
2,0,83,71
1,0,87,72
0,1,81,77
0,2,85,86
2,0,98,81
2,0,83,78
0,1,76,82
0,1,77,74
1,0,92,74
0,1,62,75
42,36,86,70
0,2,68,95
0,1,92,86
1,0,76,68
2,0,88,76
0,1,92,101
0,27,89,89
1,0,77,76
3,0,81,83
14,0,75,93
1,0,74,72
1,0,85,84
35,46,85,76
0,11,99,86
2,0,82,77
13,27,67,73
1,0,90,80
0,3,83,87
1,0,92,78
0,10,71,67
1,0,90,78
0,1,85,79
1,0,89,81
0,1,85,75
2,0,84,90
0,3,85,79
1,0,94,93
0,9,74,86
0,1,65,76
2,0,79,78
1,0,80,98
1,0,75,96
37,38,75,77
1,0,82,80
0,4,83,89
0,2,69,98
0,1,80,88
2,0,95,74
1,0,92,79
1,0,91,65
2,0,106,74
1,0,90,91
0,2,82,98
0,29,75,92
0,1,83,85
0,1,95,77
0,1,79,75
0,22,94,91
0,6,79,80
5,0,76,81
0,1,88,77
3,0,85,94
0,3,81,95
0,24,91,87
1,0,73,81
52,44,83,80
0,26,92,81
1,0,73,74
4,1,99,76
1,0,83,95
1,0,83,65
3,0,80,91
1,0,93,85
1,0,75,95
2,0,82,66
0,1,80,92
1,0,85,99
1,0,82,86
2,0,74,88
0,1,81,84
2,0,74,77
7,0,99,79
0,1,87,95
11,35,79,79
2,0,77,122
1,1,98,89
1,0,68,72
1,0,82,102
0,3,81,82
1,0,94,77
0,2,85,73
2,0,73,86
0,1,94,79
8,0,88,82
2,0,89,99
0,1,81,79
1,0,81,81
1,0,88,73
1,0,66,83
0,1,70,78
3,0,83,72
9,38,71,76
5,0,67,82
1,0,76,71
1,0,85,94
0,4,71,95
0,1,77,78
0,2,80,97
0,2,88,87
1,0,83,82
8,0,96,88
1,0,89,71
1,0,85,91
4,0,74,79
1,0,106,74
0,1,71,74
5,2,90,83
0,1,83,90
1,0,87,83
36,37,67,78
1,0,83,87
1,0,87,75
33,47,76,84
1,0,88,78
1,0,104,70
0,10,78,75
1,0,76,99
1,0,99,64
1,0,94,77
2,0,94,81
0,1,86,72
0,1,97,80
38,33,75,77
1,0,84,82
0,1,80,87
0,5,65,87
1,0,88,75
1,0,94,84
0,1,87,73
0,1,67,88
49,44,93,92
37,33,73,85
1,0,85,78
1,0,74,72
1,0,66,86
0,1,85,103
4,0,89,76
1,0,72,79
1,0,82,87
43,52,77,102
1,0,87,77
0,3,90,102
0,1,94,86
5,0,74,93
0,1,68,74
0,8,77,78
1,0,101,76
0,1,75,81
3,0,60,73
32,37,81,80
0,1,75,66
36,39,75,78
1,0,78,67
0,2,76,74
1,0,99,90
1,0,86,68
1,0,75,70
2,0,87,104
0,2,77,91
0,2,79,89
0,22,97,78
0,2,94,92
1,0,101,86
1,0,82,73
0,6,82,86
1,0,82,77
0,1,82,82
1,0,82,85
0,2,75,81
0,1,95,87
3,0,78,81
1,0,73,79
0,12,89,82
0,2,87,92
1,0,87,74
1,0,88,91
2,1,76,73
0,27,86,74
1,0,82,70
0,1,88,81
0,1,84,90
1,0,94,81
0,15,86,80
24,3,78,83
0,8,66,82
3,0,84,92
0,10,84,77
1,0,100,91
3,0,88,96
2,0,73,94
0,1,92,70
0,1,82,62
37,36,80,66
0,1,70,97
0,1,94,88
1,0,86,66
1,0,86,81
1,0,95,95
1,0,95,76
0,2,84,98
1,0,79,74
1,0,69,86
1,0,94,77
31,57,73,94
2,0,80,90
1,0,75,87
0,14,79,89
1,0,89,104
1,0,80,72
1,0,86,70
0,2,78,97
1,0,80,63
1,0,102,69
0,1,92,102
0,1,84,92
0,1,77,93
1,0,83,86
2,1,84,59
0,2,110,93
1,0,97,86
0,34,80,101
0,1,95,95
1,0,87,83
0,1,67,65
0,1,76,76
5,0,91,67
6,0,94,93
2,0,98,54
1,0,76,91
1,0,83,61
1,0,64,90
0,1,80,106
0,2,92,86
1,0,98,85
43,36,80,82
1,0,77,88
0,1,81,83
0,18,73,94
0,1,81,88
0,1,96,89
1,0,69,83
0,1,82,79
1,0,71,91
0,1,83,83
0,1,86,82
0,22,73,95
1,0,85,73
7,0,100,88
0,1,86,67
0,2,82,81
1,0,86,85
7,1,81,80
0,3,65,56
1,0,79,68
1,0,71,78
1,0,80,81
1,0,90,73
1,0,78,76
53,46,80,85
0,1,79,64
1,0,77,65
1,0,70,73
0,1,78,98
1,0,85,73
1,0,98,91
1,0,85,78
0,1,85,82
0,1,98,80
0,1,71,81
